name,desc,rating,made-it,reviews,photos,time,servings,cals,id
NILLA® Sand Cups,"""Decorated with different shaped chewy fruit snacks, these fun after-school pudding snacks look like little beach scenes. The kids will love to help!""","{'value': '4.75', 'count': '9'}",13,9,4,"['PT15M', 'PT1H15M']",8,252,6175
Rhubarb Cheesecake Pie,"""This recipe combines the best of a pie and a cheesecake. Nice and tangy. Garnish with whipped topping and almonds if desired.""","{'value': '4.53', 'count': '28'}",35,28,4,"['PT30M', 'PT45M', 'PT1H15M']",8,446,6176
Nordy Bars,"""This is my version of the bars that Nordstrom used to make. Hope you like it.""","{'value': '4.45', 'count': '60'}",76,60,3,[],12,567,6177
Chewy Brownies,"""If you like your brownies chewy in the middle and crisp on the outside edges, then this recipe is for you!""","{'value': '4.49', 'count': '127'}",260,127,22,"['PT10M', 'PT30M', 'PT40M']",36,155,6178
Pumpkin Pie from Almond Breeze®,"""This traditional pumpkin pie with cinnamon, ginger, and cloves uses vanilla almondmilk for extra creaminess and flavor.""","{'value': '3.50', 'count': '2'}",2,2,2,[],6,365,6179
Banana Cake Cookies,"""I won a local ""banana"" recipe contest with this cookie.""","{'value': '4.53', 'count': '139'}",226,139,22,"['PT5M', 'PT10M', 'PT15M']",18,277,6180
Mari's Dessert Pie,"""A luxurious, rich dessert that induces happiness in all who try it...called Mari's Dessert in honor of my sister-in-law who loves it. Garnish with shaved chocolate curls or flaked coconut if desired.""","{'value': '4.81', 'count': '14'}",21,14,1,"['PT25M', 'PT10M', 'PT35M']",10,376,6181
Skillet Cookies I,"""A candy like cookie made in a skillet.""","{'value': '4.89', 'count': '41'}",61,41,5,[],24,125,6182
Dried Cherry No-Bake Cookies,"""Kids will love these no-bake cookies that are packed with dried cherries, oats, shredded coconut, peanut butter, and chocolate chips.""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT10M', 'PT3H20M']",40,93,6183
Excellent Oatmeal Cookies,"""This is a chewy oatmeal cookie.""","{'value': '4.55', 'count': '277'}",503,277,38,"['PT20M', 'PT12M', 'PT56M']",42,126,6184
Easy Peppermint Fudge,"""So easy and soooo good!""","{'value': '2.43', 'count': '7'}",9,7,0,"['PT10M', 'PT5M', 'PT2H15M']",32,111,6185
French Pear Tart with Nuts,"""A very easy and quick pear tart with a puff pastry base and a topping of creme fraiche and mixed nuts.""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT15M', 'PT25M', 'PT40M']",8,597,6186
Breezy Key Lime Pie with Strawberry Rhubarb Glaze,"""This tangy, sweet pie is sure to tickle the tastebuds of anyone who loves the crisp, tart flavor of fresh lime and berries. Made in a sweet vanilla crust, it's the perfect end to a light, fresh meal. It's best to start this pie at least 12 hours before you wish to serve it. Garnish with whipped cream, strawberry slices, or fresh twists of lime.""","{'value': '4.67', 'count': '2'}",2,2,1,"['PT20M', 'PT35M', 'PT9H5M']",8,834,6187
Apricot Brandy Pound Cake III,"""From my Grandfather's own kitchen creations.  Uses lots of extracts and take time to prepare, but well worth it!!!""","{'value': '4.95', 'count': '20'}",38,20,2,"['PT30M', 'PT1H', 'PT1H30M']",15,435,6188
Chocolate Pound Cake III,"""A dense chocolate cake made in a Bundt pan. Dust with confectioners' sugar for a nice presentation.""","{'value': '4.55', 'count': '317'}",431,317,56,"['PT30M', 'PT1H', 'PT1H30M']",16,394,6189
Easy Cake Pop Swirl,"""These cake pops are quick and easy and fun for the whole family! They're perfect for holidays and get-togethers, and there's something about them for everyone to love. If you would like to frost them, do not use heavily whipped frosting, use a light frosting.""","{'value': '0.00', 'count': '0'}",3,0,0,"['PT15M', 'PT30M', 'PT50M']",20,114,6190
Cookie Dough Cheesecake,"""This is a recipe I've been making for a few years, and it's always a hit. My family loves it, party guests love it, and I certainly love it, too! It makes lots of dishes but it is so worth it - creamy, flavorful, and absolutely delicious.""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT30M', 'PT45M', 'PT5H15M']",16,517,6191
Chocolate Caramel Candy,"""A wonderful Thanksgiving or Christmas treat! Originally submitted to ThanksgivingRecipe.com.""","{'value': '4.66', 'count': '109'}",139,109,4,[],96,84,6192
Happy Dreams Cookies,"""These cookies are really sweet and they just melt in your mouth.  I dare you to eat just one,  I can't!""","{'value': '3.80', 'count': '10'}",13,10,1,[],30,68,6193
Donauwelle,"""Tart cherries mixed in black and white cake, topped with buttercream.""","{'value': '4.00', 'count': '0'}",3,0,1,"['PT25M', 'PT25M', 'PT1H50M']",16,429,6194
Oatmeal Raisin Cookies VIII,"""This cookies are the best for diabetics. They are simple to make. For people not on a restricted diet, simply use 3 tablespoons granulated sugar instead of fructose.""","{'value': '3.72', 'count': '16'}",14,16,0,"['PT10M', 'PT15M', 'PT30M']",36,50,6195
Watermelon Pops,"""Layers of raspberry, cream cheese and lime look like watermelon slices with chocolate chip 'seeds' in these tasty frozen pops.""","{'value': '3.98', 'count': '45'}",54,45,8,"['PT35M', 'PT3H35M']",16,134,6196
Healthy Black Bean Brownies,"""Here are some amazing brownies. Delicious is the only word to describe them. And the best part they are sugar-free, gluten-free, and vegan and they are filled with black beans. Yes, black beans make these brownies moist and delicious. Try them today.""","{'value': '2.33', 'count': '2'}",5,2,0,"['PT10M', 'PT50M', 'PT1H']",24,199,6197
Chocolate/Peanut Butter Drop Cookies,"""Delicious chocolate and peanut butter cookies!""","{'value': '3.37', 'count': '16'}",21,16,2,[],24,134,6198
No-Bake Chocolate-Peanut Butter Drop Cookies,"""These no-bake cookies are made with almond milk.""","{'value': '3.00', 'count': '1'}",1,1,1,"['PT15M', 'PT5M', 'PT50M']",36,120,6199
Robert Redford Cake,"""Short dough, cream cheese, pistachio pudding and whipped topping. Hmm...""","{'value': '4.81', 'count': '17'}",37,17,2,"['PT30M', 'PT20M', 'PT4H50M']",12,482,6200
Paleo Persimmon Pie,"""This is an uncooked version of a yummy persimmon pie. It's an excellent dessert for those following a paleo or low-sugar diet. It's delicious!""","{'value': '5.00', 'count': '0'}",3,0,2,"['PT30M', 'PT30M']",8,411,6201
Coconut Oatmeal Cookies II,"""This is a variation on a traditional oatmeal cookie. The white chocolate is a delicate touch to a rich, delicious cookie. Enjoy!""","{'value': '4.63', 'count': '102'}",195,102,7,"['PT15M', 'PT10M', 'PT40M']",24,244,6202
Very Special Tomato Spice Cake,"""Tomato sauce is the secret special ingredient in this easy recipe for a spice cake packed with walnuts and raisins.""","{'value': '4.45', 'count': '11'}",12,11,1,[],12,484,6203
Mocha Coconut Ice Cream,"""This rich, creamy, chocolate ice cream with hints of coconut and coffee is dairy-free.""","{'value': '4.50', 'count': '2'}",14,2,1,"['PT5M', 'PT5M', 'PT1H']",8,383,6204
Boiled Custard,"""My mom and I always enjoyed preparing this recipe together during the holidays.""","{'value': '3.67', 'count': '17'}",25,17,1,[],12,240,6205
Coconut Milk Cake Mix Cake,"""Super moist, with just a hint of coconut flavor. Frost with your favorite frosting or leave plain.""","{'value': '5.00', 'count': '3'}",2,3,2,"['PT10M', 'PT35M', 'PT45M']",12,281,6206
Quick Caramel Apple Pie,"""This is the second place winner in the Quick and Easy Category of the 1999 American Pie Council 's National Pie Championship.  Use any kind of prepared pie crust you like.""","{'value': '4.30', 'count': '17'}",28,17,2,[],8,450,6207
Pink Grapefruit Blueberry Sorbet,"""A tart and sweet icy dessert. Very easy to make, and no ice cream maker needed.""","{'value': '4.63', 'count': '5'}",6,5,1,"['PT5M', 'PT6H5M']",10,197,6208
Black Forest Brownie Trifle,"""This trifle is easy, tasty and pleasing to the eye. It can be made in a parfait style as well.""","{'value': '0.00', 'count': '0'}",1,0,0,"['PT15M', 'PT28M', 'PT1H13M']",12,470,6209
Yia Yia's Baklava,"""This recipe was passed from my Yia Yia to her daughter-in-law (my mother) to me. People love this as a Christmas gift. It has gained a big reputation among our friends. One time, my mother donated a small tin of baklava to a church charity auction. It was very competitive, but the price was driven up to $40!""","{'value': '4.70', 'count': '8'}",28,8,3,"['PT45M', 'PT50M', 'P1DT1H35M']",20,386,6210
Oatmeal Chocolate Goodness Bars,"""This is a fabulous, quick recipe that has it all: oatmeal cookie and gooey chocolate covering. No one will say, 'None for me, thanks.'""","{'value': '4.08', 'count': '10'}",16,10,2,"['PT15M', 'PT30M', 'PT45M']",24,246,6211
Cantucci Biscotti,"""These are so crunchy they should be dunked (Coffee, Latte, Espresso, Vino, etc.).  If you don't have hazelnuts, use almonds instead.""","{'value': '4.45', 'count': '33'}",41,33,3,[],36,160,6212
Rolled Molasses Sugar Cookies,"""The trick to getting 'chewy' cookies is to bake them the minimum time necessary and then cool them directly on a surface (i.e. - counter, table, etc).  Don't cool them on a rack!  You can also store them with a slice of apple.""","{'value': '4.72', 'count': '79'}",140,79,14,[],48,71,6213
The Rebbetzin Chef's Persian Walnut Cookies,"""These delicately-spiced, rose-scented cookies are the perfect treat for Passover since they contain no flour. They are nutty and rich, slightly chewy with a crunchy exterior. Pistachios or almonds can be substituted for the walnuts.""","{'value': '4.25', 'count': '26'}",28,26,2,"['PT15M', 'PT20M', 'PT35M']",36,66,6214
Apricot Dessert,"""This light and airy dessert is sure to please. It's delicious and refreshing...perfect for summer but great anytime!!""","{'value': '3.75', 'count': '3'}",9,3,1,"['PT15M', 'PT3H', 'PT3H15M']",12,250,6215
Pfeffernusse Kuchen,"""These are some spicy little guys. This cookie is traditionally served with black coffee.""","{'value': '4.18', 'count': '11'}",13,11,1,[],50,73,6216
Noel Fruitcake,"""Don't like fruitcake? You may change your mind with this one.""","{'value': '4.00', 'count': '2'}",2,2,1,"['PT30M', 'PT3H30M', 'P30DT4H']",16,665,6217
Orange Cake,"""This is the best cake I have ever tasted. My mom gave me this recipe and  I can't make it often because I would weigh 500 pounds. Hope it lasts more than a day at your house!""","{'value': '4.60', 'count': '702'}",1k,702,88,"['PT30M', 'PT1H', 'PT2H']",12,410,6218
Pink Fluff,"""My mother has been making this form of ambrosia salad for years. To make blue fluff, substitute Blue Raspberry or Berry Blue Jell-O for the raspberry gelatin.""","{'value': '4.42', 'count': '38'}",63,38,2,"['PT15M', 'P1DT15M']",6,338,6219
Vegan Gluten-Free Lactation Cookies,"""These cookies are a delicious and healthy option for the breastfeeding mother who may need a vegan or gluten-free alternative to traditional lactation cookies. Using organic and natural ingredients would be in line with the spirit of this recipe.""","{'value': '4.40', 'count': '5'}",17,5,4,"['PT10M', 'PT20M', 'PT30M']",15,117,6220
Black Sesame Cupcakes,"""A delicious Japanese-inspired black sesame cake from Delicious Coma. Try it with green tea cream cheese frosting! Make sure to cool completely before frosting.""","{'value': '5.00', 'count': '1'}",1,1,1,"['PT15M', 'PT20M', 'PT35M']",24,180,6221
Philadelphia Style Butter Cake,"""This is a very rich, sweet, gooey, buttery cake. I store leftovers in the refrigerator and they taste just like cheesecake! Yummy!""","{'value': '4.18', 'count': '39'}",68,39,7,[],24,242,6222
Sour Cream Bundt Cake,"""This recipe is great for both yellow and chocolate flavored cakes! It makes a light, fluffy, and SERIOUSLY moist cake.""","{'value': '3.97', 'count': '59'}",83,59,5,[],12,234,6223
Pandan Chiffon Cake,"""Lovely and soft chiffon cake with a little pandan paste.""","{'value': '0.00', 'count': '0'}",0,0,1,"['PT20M', 'PT45M', 'PT1H5M']",8,227,6224
Cheesecake Pops,"""A fun twist on a traditional dessert, these fun 'lollipops' will impress your family and friends.""","{'value': '4.67', 'count': '35'}",105,35,35,"['PT45M', 'PT55M', 'PT6H10M']",24,217,6225
Super-Easy Nutella® Cookies,"""I really like Nutella® and decided to try making cookies. After experimenting, I came up with this. Hope you enjoy!""","{'value': '1.60', 'count': '10'}",19,10,4,"['PT10M', 'PT20M', 'PT30M']",6,169,6226
Greek Butter Cookies,"""When I was little I used to live next to a Greek family, who would make these cookies year round, and give tins of them to neighbors around Christmas.""","{'value': '4.61', 'count': '164'}",305,164,36,"['PT10M', 'PT10M', 'PT20M']",48,74,6227
Red Velvet Cookie Bars Made with Cake Mix,"""These cookie bars made with cake mix are perfect when you want a great-tasting red velvet dessert without much effort. With only 4 ingredients, these are your ticket!""","{'value': '0.00', 'count': '0'}",0,0,0,"['PT15M', 'PT30M', 'PT1H15M']",20,404,6228
Gluten-Free Blueberry Muffin Peach Cobbler,"""The classic breakfast muffin overtop of the classic summer dessert, aka heaven.""","{'value': '4.00', 'count': '1'}",2,1,1,"['PT25M', 'PT35M', 'PT1H']",8,188,6229
Cookies 'n' Creme Fudge,"""Creme-filled chocolate cookies are great in this white chocolate fudge.""","{'value': '4.47', 'count': '276'}",422,276,54,[],40,143,6230
Chocolate Peppermint Cheesecake Bites,"""Chocolate peppermint cheesecake bites have a crunchy chocolate cookie layer on bottom with delicious peppermint chocolate cheesecake and bits of crushed candy cane and chocolate swirls on top. A winning combination for this holiday season! After they are done, store in the refrigerator.""","{'value': '4.00', 'count': '1'}",10,1,2,"['PT15M', 'PT27M', 'PT3H12M']",18,257,6231
Texas Praline Coffee Cake,"""This is a quick and easy coffee cake with a great combination of tastes and textures.  Great for breakfast, brunch, dessert or late night snack.""","{'value': '3.50', 'count': '4'}",7,4,2,"['PT15M', 'PT20M', 'PT35M']",12,416,6232
Old English Cookies,"""A magnificent blend of textures and spices with a hint of coffee. These are great on a cold winter day.""","{'value': '3.40', 'count': '15'}",18,15,0,[],18,377,6233
French Silk Chocolate Pie III,"""Very rich chocolate pie that's perfect with coffee! Garnish with whipped cream if desired. Please note: this recipe contains raw eggs. We recommend that pregnant women, young children, the elderly and the infirm do not consume raw eggs. Important: be sure to use only fresh eggs for this recipe.""","{'value': '4.41', 'count': '30'}",37,30,1,"['PT30M', 'PT30M']",8,780,6234
