recipe,seq,step
162,5,Spoon into the tin and bake for 30 minutes. 
162,6,"Remove from the oven and carefully press down a layer of rice paper on top. Return to the oven for 10 minutes, then remove and leave to cool in the tin. "
162,7,"Thinly slice and dust with icing sugar, then serve with espresso."
163,0,"Put the sliced strawberries into a large, shallow dish. Drizzle with the Prosecco and sprinkle with the vanilla sugar or vanilla extract. Set aside for 10 minutes to allow the flavours to develop. "
163,1,Divide the strawberries between 6 plates and sprinkle over any juice. Spoon a big dollop of yoghurt on each and sprinkle with the crushed shortbread biscuits and mint to serve.
164,0,"Place the peeled zest and juice from the lemon and orange into a saucepan, just large enough to hold the pears."
164,1,"Add the cinnamon and sugar, pour in 500ml of water and bring to the boil. Cook until the sugar dissolves."
164,2,"Peel the pears, then once the sugar has dissolved, reduce the heat and lower the pears into the syrup. "
164,3,"Simmer gently for 10 to 12 minutes, or until tender, then remove from the heat and leave to cool. "
164,4,Serve the pears with double cream and 4 tablespoons of poaching liquid per person.
165,0,"Sift the flour into a large bowl. In a second bowl, whisk together the eggs and the milk until combined, then stir in 300ml of water. "
165,1,Mix the liquid into the flour until you have a smooth batter (be careful not to over-mix it) and stir in a pinch of sea salt.
165,2,"Melt the butter in a 26cm frying pan over a medium-low heat, then pour it into your crêpe batter and whisk to combine."
165,3,"Using the same pan, ladle in just enough mixture to coat the base. Cook for 1 minute, until golden, then flip it and cook for 1 minute on the other side. "
165,4,"Transfer the crêpe to a plate, then repeat until you’ve used up all of the mixture, brushing the pan with a little extra butter if needs be – it should make around 30 crêpes in total. Set them aside to cool."
165,5,"Line a board with greaseproof paper. In the frying pan, fry 4 slices of pancetta over a medium heat for about 2 minutes, or until crisp, turning halfway. "
165,6,"Drizzle on 1 tablespoon of maple syrup and fry for a few more minutes, until caramelised – transfer to the lined board. Repeat with the rest of the pancetta."
165,7,"Save a couple of rashers to serve, then roughly chop the rest and set aside until you’re ready to use them."
165,8,"Toast the pecans in a dry frying pan over a medium heat, and set aside."
165,9,"Line a baking tray with greaseproof paper and scatter over the pecans. Again using the same frying pan, melt the sugar over a medium-low heat for 10 minutes, or until it’s a golden caramel – don’t stir, just swirl the pan."
165,10,"Quickly pour the caramel over the pecans to coat, then set aside to harden. "
165,11,"Once set, break the pecan praline into large pieces. Reserve one-third for the topping and smash the rest into coarse granules using a pestle and mortar. Set aside while you make the buttercream."
165,12,"Cream the butter and icing sugar in the bowl of a free-standing mixer for 5 minutes, until pale and smooth. Beat in the maple syrup and set aside."
165,13,Now assemble your cake. Spread each crêpe with a thin layer of buttercream and sprinkle the praline or chopped pancetta over every other one. Pile them up on a serving board or cake stand.
165,14,"Finish with a layer of buttercream and the reserved pecans and pancetta. Pop the cake in the fridge for 30 minutes to set, then serve."
166,0,"It’s a bit retro, but everyone loves a toffee apple from time to time. There’s something strangely exciting about getting all sticky and messy as you eat it. These kebabs are like the strawberry equivalent of a toffee apple. Look for lovely big fruits if you can as they’ll work better. They are messy to eat, but are great fun for a party, and I’ve given you an easy sweet dip recipe to enjoy on the side. Don’t let the kids help you with this one as the caramel gets super hot. "
166,1,"If you can’t get long woody sprigs of rosemary, you can use wooden skewers instead. Strip most of the leaves off of the rosemary sprigs, leaving a 1cm nice tip at the end of each one. Finely chop the leaves from half a sprig, keep the rest for a different recipe. Divide the strawberries between the skewers, lay them on a serving board or platter and put to one side. "
166,2,"Place a pan on a medium heat. Add the sugar and 200ml of water and bring to the boil. Remember that sugar gets really hot and can burn easily so don’t be tempted to touch it. Let the sugar dissolve then leave it to bubble away for 12 to 15 minutes, or until you have a fairly thick syrup. Jiggle the pan occasionally but don’t stir it.  "
166,3,"Meanwhile, mix the mascarpone with the remaining teaspoon of caster sugar. Have a taste and a little more if it needs it. Beat it for a few minutes with a wooden spoon, or until it goes really shiny and smooth.  Add the limoncello, chopped rosemary and lemon zest, then mix again until well combined and transfer into a little serving bowl for dipping. "
166,4,"Once the caramel is lovely and golden, carefully pour it over the strawberry kebabs, trying to make sure they’re all evenly coated. Again, don’t be tempted to touch as the caramel will still be really hot. Leave the caramel to set then serve the kebabs with the tweaked mascarpone on the side for dipping."
167,0,"Preheat your oven to 220ºC/425ºF/gas 7. In a bowl, add the flour, salt and 3 tablespoons of caster sugar to the beaten eggs. Mix well, then put aside. Warm the milk in a saucepan until lukewarm, then stir this into the egg mixture. Grate in about ¼ of the nutmeg. "
167,1,"Grease a shallow ovenproof dish with butter, put the drained peaches on the bottom then pour the egg batter over them. Dot the remaining butter on top in little knobs. "
167,2,"Pop in the oven to bake for 25 to 30 minutes, until the egg has set but still has a slight wobble to it. Sprinkle over the remaining caster sugar and serve with a good spoonful of ice cream on the top. Absolutely delicious!"
168,0,"In a pestle and mortar, bash most of the mint leaves (reserving the remainder to decorate) with the finely grated lime zest. Add the sugar and a good lug of cachaça. Mix gently in the mortar and pestle, add the lime juice, taste and add more sugar if you think you need to. "
168,1,"Toss the fruit together in a bowl with a little of the mint and lime mixture, then spread it all out on a big plate. Spoon the rest of the mint and lime mixture over the top. Decorate with the remaining mint before serving."
169,0,"Start by making your caramel. Split the vanilla pod lengthways, scrape out the seeds, then place into a pan. "
169,1,"Combine with the cream, half of the butter and a good pinch of sea salt. Cook, whisking, over a low heat for about 2 to 3 minutes until it’s just bubbling, then take the pan off the heat and set aside."
169,2,"Place the caster sugar and golden syrup in a medium heavy-based pan over a low heat. Don’t stir, just gently swirl the pan to help dissolve the sugar. "
169,3,Turn up the heat to medium and keep swirling until the sugar turns into a golden caramel.
169,4,"Take the pan off the heat. Discard the vanilla pod from the hot milk, then stir in the caramel with a wooden spoon."
169,5,"Return it to a low heat while you stir in the remaining butter, then remove from the heat and set aside."
169,6,"Scrunch up a large piece of greaseproof paper, make it wet (shake off the excess), then use it to line a 20cm x 30cm baking tin. "
